Title,Best Picture,Prod Company,Year,imdbRating,Country_x,Country_y,Popularity,Rated,Release Date,Revenue,Budget,Runtime,Genre,Best Actor,Best Actress,Best Director,Best Supporting Actor,Best Supporting Actress
The Last Emperor,1,"Jeremy Thomas, Producer",1987,7.8,"UK, Italy, China, France","UK, Italy, China, France",9.828,PG-13,10,43984230.0,23000000.0,163.0,Drama,0.0,0.0,1.0,0.0,0.0
The Last Emperor,1,"Jeremy Thomas, Producer",1987,7.8,"UK, Italy, China, France","UK, Italy, China, France",9.828,PG-13,10,43984230.0,23000000.0,163.0,History,0.0,0.0,1.0,0.0,0.0
Moonstruck,0,"Patrick Palmer and Norman Jewison, Producers",1987,7.1,USA,USA,7.937,PG,12,80640528.0,0.0,102.0,Comedy,0.0,1.0,0.0,0.0,1.0
Moonstruck,0,"Patrick Palmer and Norman Jewison, Producers",1987,7.1,USA,USA,7.937,PG,12,80640528.0,0.0,102.0,Drama,0.0,1.0,0.0,0.0,1.0
Moonstruck,0,"Patrick Palmer and Norman Jewison, Producers",1987,7.1,USA,USA,7.937,PG,12,80640528.0,0.0,102.0,Romance,0.0,1.0,0.0,0.0,1.0
The Accidental Tourist,0,"Lawrence Kasdan, Charles Okun and Michael Grillo, Producers",1988,6.8,USA,USA,4.626,PG,12,0.0,0.0,121.0,Drama,0.0,0.0,0.0,0.0,1.0
The Accidental Tourist,0,"Lawrence Kasdan, Charles Okun and Michael Grillo, Producers",1988,6.8,USA,USA,4.626,PG,12,0.0,0.0,121.0,Romance,0.0,0.0,0.0,0.0,1.0
Dangerous Liaisons,0,"Norma Heyman and Hank Moonjean, Producers",1988,7.6,"USA, UK","USA, UK",7.037000000000001,R,12,34670720.0,14000000.0,119.0,Drama,0.0,0.0,0.0,0.0,0.0
Dangerous Liaisons,0,"Norma Heyman and Hank Moonjean, Producers",1988,7.6,"USA, UK","USA, UK",7.037000000000001,R,12,34670720.0,14000000.0,119.0,Romance,0.0,0.0,0.0,0.0,0.0
Mississippi Burning,0,"Frederick Zollo and Robert F. Colesberry, Producers",1988,7.8,USA,USA,8.138,R,12,34604000.0,15000000.0,128.0,Crime,0.0,0.0,0.0,0.0,0.0
Mississippi Burning,0,"Frederick Zollo and Robert F. Colesberry, Producers",1988,7.8,USA,USA,8.138,R,12,34604000.0,15000000.0,128.0,Drama,0.0,0.0,0.0,0.0,0.0
Mississippi Burning,0,"Frederick Zollo and Robert F. Colesberry, Producers",1988,7.8,USA,USA,8.138,R,12,34604000.0,15000000.0,128.0,History,0.0,0.0,0.0,0.0,0.0
Mississippi Burning,0,"Frederick Zollo and Robert F. Colesberry, Producers",1988,7.8,USA,USA,8.138,R,12,34604000.0,15000000.0,128.0,Mystery,0.0,0.0,0.0,0.0,0.0
Mississippi Burning,0,"Frederick Zollo and Robert F. Colesberry, Producers",1988,7.8,USA,USA,8.138,R,12,34604000.0,15000000.0,128.0,Thriller,0.0,0.0,0.0,0.0,0.0
Rain Man,1,"Mark Johnson, Producer",1988,8.0,USA,USA,9.267000000000001,R,12,412800000.0,25000000.0,134.0,Drama,1.0,0.0,1.0,0.0,0.0
Working Girl,0,"Douglas Wick, Producer",1988,6.8,USA,USA,8.164,R,12,103173635.0,28000000.0,114.0,Comedy,0.0,0.0,0.0,0.0,0.0
Working Girl,0,"Douglas Wick, Producer",1988,6.8,USA,USA,8.164,R,12,103173635.0,28000000.0,114.0,Drama,0.0,0.0,0.0,0.0,0.0
Working Girl,0,"Douglas Wick, Producer",1988,6.8,USA,USA,8.164,R,12,103173635.0,28000000.0,114.0,Romance,0.0,0.0,0.0,0.0,0.0
Born on the Fourth of July,0,"A. Kitman Ho and Oliver Stone, Producers",1989,7.2,USA,USA,8.378,R,12,161001698.0,14000000.0,145.0,Biography,0.0,0.0,1.0,0.0,0.0
Born on the Fourth of July,0,"A. Kitman Ho and Oliver Stone, Producers",1989,7.2,USA,USA,8.378,R,12,161001698.0,14000000.0,145.0,Drama,0.0,0.0,1.0,0.0,0.0
Born on the Fourth of July,0,"A. Kitman Ho and Oliver Stone, Producers",1989,7.2,USA,USA,8.378,R,12,161001698.0,14000000.0,145.0,War,0.0,0.0,1.0,0.0,0.0
Dead Poets Society,0,"Steven Haft, Paul Junger Witt and Tony Thomas, Producers",1989,8.1,USA,USA,15.614,PG,06,235860116.0,16400000.0,128.0,Comedy,0.0,0.0,0.0,0.0,0.0
Dead Poets Society,0,"Steven Haft, Paul Junger Witt and Tony Thomas, Producers",1989,8.1,USA,USA,15.614,PG,06,235860116.0,16400000.0,128.0,Drama,0.0,0.0,0.0,0.0,0.0
Driving Miss Daisy,1,"Richard D. Zanuck and Lili Fini Zanuck, Producers",1989,7.4,USA,USA,7.65,PG,12,145793296.0,7500000.0,99.0,Drama,0.0,1.0,0.0,0.0,0.0
Field of Dreams,0,"Lawrence Gordon and Charles Gordon, Producers",1989,7.5,USA,USA,8.857000000000001,PG,04,84431625.0,0.0,107.0,Drama,0.0,0.0,0.0,0.0,0.0
Field of Dreams,0,"Lawrence Gordon and Charles Gordon, Producers",1989,7.5,USA,USA,8.857000000000001,PG,04,84431625.0,0.0,107.0,Family,0.0,0.0,0.0,0.0,0.0
Field of Dreams,0,"Lawrence Gordon and Charles Gordon, Producers",1989,7.5,USA,USA,8.857000000000001,PG,04,84431625.0,0.0,107.0,Fantasy,0.0,0.0,0.0,0.0,0.0
Field of Dreams,0,"Lawrence Gordon and Charles Gordon, Producers",1989,7.5,USA,USA,8.857000000000001,PG,04,84431625.0,0.0,107.0,Sport,0.0,0.0,0.0,0.0,0.0
My Left Foot,0,"Noel Pearson, Producer",1989,7.9,"Ireland, UK","Ireland, UK",8.885,R,07,14743391.0,645180.0,103.0,Biography,1.0,0.0,0.0,0.0,1.0
My Left Foot,0,"Noel Pearson, Producer",1989,7.9,"Ireland, UK","Ireland, UK",8.885,R,07,14743391.0,645180.0,103.0,Drama,1.0,0.0,0.0,0.0,1.0
Awakenings,0,"Walter F. Parkes and Lawrence Lasker, Producers",1990,7.8,USA,USA,8.607000000000001,PG-13,12,52096475.0,0.0,120.0,Biography,0.0,0.0,0.0,0.0,0.0
Awakenings,0,"Walter F. Parkes and Lawrence Lasker, Producers",1990,7.8,USA,USA,8.607000000000001,PG-13,12,52096475.0,0.0,120.0,Drama,0.0,0.0,0.0,0.0,0.0
Dances With Wolves,1,"Jim Wilson and Kevin Costner, Producers",1990,8.0,"USA, UK","USA, UK",10.094,PG-13,11,424208848.0,22000000.0,181.0,Adventure,0.0,0.0,1.0,0.0,0.0
Dances With Wolves,1,"Jim Wilson and Kevin Costner, Producers",1990,8.0,"USA, UK","USA, UK",10.094,PG-13,11,424208848.0,22000000.0,181.0,Drama,0.0,0.0,1.0,0.0,0.0
Dances With Wolves,1,"Jim Wilson and Kevin Costner, Producers",1990,8.0,"USA, UK","USA, UK",10.094,PG-13,11,424208848.0,22000000.0,181.0,Western,0.0,0.0,1.0,0.0,0.0
Ghost,0,"Lisa Weinstein, Producer",1990,7.0,USA,USA,11.415999999999999,PG-13,07,505000000.0,22000000.0,127.0,Drama,0.0,0.0,0.0,0.0,1.0
Ghost,0,"Lisa Weinstein, Producer",1990,7.0,USA,USA,11.415999999999999,PG-13,07,505000000.0,22000000.0,127.0,Fantasy,0.0,0.0,0.0,0.0,1.0
Ghost,0,"Lisa Weinstein, Producer",1990,7.0,USA,USA,11.415999999999999,PG-13,07,505000000.0,22000000.0,127.0,Romance,0.0,0.0,0.0,0.0,1.0
Ghost,0,"Lisa Weinstein, Producer",1990,7.0,USA,USA,11.415999999999999,PG-13,07,505000000.0,22000000.0,127.0,Thriller,0.0,0.0,0.0,0.0,1.0
"The Godfather, Part III",0,"Francis Ford Coppola, Producer",1990,7.6,USA,USA,16.044,R,12,136766062.0,54000000.0,162.0,Crime,0.0,0.0,0.0,0.0,0.0
"The Godfather, Part III",0,"Francis Ford Coppola, Producer",1990,7.6,USA,USA,16.044,R,12,136766062.0,54000000.0,162.0,Drama,0.0,0.0,0.0,0.0,0.0
Good Fellas,0,"Irwin Winkler, Producer",1990,0.0,UK,UK,0.0,0,0,0.0,0.0,0.0,Comedy,0.0,0.0,0.0,1.0,0.0
Beauty and the Beast,0,"Don Hahn, Producer",1991,8.0,USA,USA,20.344,G,11,377350553.0,25000000.0,84.0,Animation,0.0,0.0,0.0,0.0,0.0
Beauty and the Beast,0,"Don Hahn, Producer",1991,8.0,USA,USA,20.344,G,11,377350553.0,25000000.0,84.0,Family,0.0,0.0,0.0,0.0,0.0
Beauty and the Beast,0,"Don Hahn, Producer",1991,8.0,USA,USA,20.344,G,11,377350553.0,25000000.0,84.0,Fantasy,0.0,0.0,0.0,0.0,0.0
Beauty and the Beast,0,"Don Hahn, Producer",1991,8.0,USA,USA,20.344,G,11,377350553.0,25000000.0,84.0,Musical,0.0,0.0,0.0,0.0,0.0
Beauty and the Beast,0,"Don Hahn, Producer",1991,8.0,USA,USA,20.344,G,11,377350553.0,25000000.0,84.0,Romance,0.0,0.0,0.0,0.0,0.0
Bugsy,0,"Mark Johnson, Barry Levinson and Warren Beatty, Producers",1991,6.8,USA,USA,5.4510000000000005,R,12,49114016.0,30000000.0,134.0,Biography,0.0,0.0,0.0,0.0,0.0
Bugsy,0,"Mark Johnson, Barry Levinson and Warren Beatty, Producers",1991,6.8,USA,USA,5.4510000000000005,R,12,49114016.0,30000000.0,134.0,Crime,0.0,0.0,0.0,0.0,0.0
Bugsy,0,"Mark Johnson, Barry Levinson and Warren Beatty, Producers",1991,6.8,USA,USA,5.4510000000000005,R,12,49114016.0,30000000.0,134.0,Drama,0.0,0.0,0.0,0.0,0.0
JFK,0,"A. Kitman Ho and Oliver Stone, Producers",1991,8.0,"France, USA","France, USA",6.494,R,12,205405498.0,40000000.0,189.0,Drama,0.0,0.0,0.0,0.0,0.0
JFK,0,"A. Kitman Ho and Oliver Stone, Producers",1991,8.0,"France, USA","France, USA",6.494,R,12,205405498.0,40000000.0,189.0,History,0.0,0.0,0.0,0.0,0.0
JFK,0,"A. Kitman Ho and Oliver Stone, Producers",1991,8.0,"France, USA","France, USA",6.494,R,12,205405498.0,40000000.0,189.0,Thriller,0.0,0.0,0.0,0.0,0.0
The Prince of Tides,0,"Barbra Streisand and Andrew Karsch, Producers",1991,6.7,USA,USA,6.632999999999999,R,12,74787599.0,30000000.0,132.0,Drama,0.0,0.0,0.0,0.0,0.0
The Prince of Tides,0,"Barbra Streisand and Andrew Karsch, Producers",1991,6.7,USA,USA,6.632999999999999,R,12,74787599.0,30000000.0,132.0,Romance,0.0,0.0,0.0,0.0,0.0
The Silence of the Lambs,1,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",1991,8.6,USA,USA,3.985,R,02,272742922.0,19000000.0,119.0,Crime,1.0,1.0,1.0,0.0,0.0
The Silence of the Lambs,1,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",1991,8.6,USA,USA,3.985,R,02,272742922.0,19000000.0,119.0,Drama,1.0,1.0,1.0,0.0,0.0
The Silence of the Lambs,1,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",1991,8.6,USA,USA,3.985,R,02,272742922.0,19000000.0,119.0,Thriller,1.0,1.0,1.0,0.0,0.0
The Crying Game,0,"Stephen Woolley, Producer",1992,7.3,"UK, Japan, USA","UK, Japan, USA",7.004,R,09,62548947.0,3705538.0,112.0,Crime,0.0,0.0,0.0,0.0,0.0
The Crying Game,0,"Stephen Woolley, Producer",1992,7.3,"UK, Japan, USA","UK, Japan, USA",7.004,R,09,62548947.0,3705538.0,112.0,Drama,0.0,0.0,0.0,0.0,0.0
The Crying Game,0,"Stephen Woolley, Producer",1992,7.3,"UK, Japan, USA","UK, Japan, USA",7.004,R,09,62548947.0,3705538.0,112.0,Romance,0.0,0.0,0.0,0.0,0.0
The Crying Game,0,"Stephen Woolley, Producer",1992,7.3,"UK, Japan, USA","UK, Japan, USA",7.004,R,09,62548947.0,3705538.0,112.0,Thriller,0.0,0.0,0.0,0.0,0.0
A Few Good Men,0,"David Brown, Rob Reiner and Andrew Scheinman, Producers",1992,7.7,USA,USA,11.305,R,12,243240178.0,40000000.0,138.0,Drama,0.0,0.0,0.0,0.0,0.0
A Few Good Men,0,"David Brown, Rob Reiner and Andrew Scheinman, Producers",1992,7.7,USA,USA,11.305,R,12,243240178.0,40000000.0,138.0,Thriller,0.0,0.0,0.0,0.0,0.0
Howards End,0,"Ismail Merchant, Producer",1992,7.5,"UK, Japan, USA","UK, Japan, USA",6.351,PG,03,26126837.0,0.0,140.0,Drama,0.0,1.0,0.0,0.0,0.0
Howards End,0,"Ismail Merchant, Producer",1992,7.5,"UK, Japan, USA","UK, Japan, USA",6.351,PG,03,26126837.0,0.0,140.0,Romance,0.0,1.0,0.0,0.0,0.0
Scent of a Woman,0,"Martin Brest, Producer",1992,8.0,USA,USA,9.224,R,12,134095253.0,31000000.0,157.0,Drama,1.0,0.0,0.0,0.0,0.0
Unforgiven,1,"Clint Eastwood, Producer",1992,8.2,USA,USA,11.319,R,08,159157447.0,14000000.0,131.0,Drama,0.0,0.0,1.0,1.0,0.0
Unforgiven,1,"Clint Eastwood, Producer",1992,8.2,USA,USA,11.319,R,08,159157447.0,14000000.0,131.0,Western,0.0,0.0,1.0,1.0,0.0
The Fugitive,0,"Arnold Kopelson, Producer",1993,7.8,USA,USA,11.35,PG-13,08,368875760.0,44000000.0,131.0,Action,0.0,0.0,0.0,1.0,0.0
The Fugitive,0,"Arnold Kopelson, Producer",1993,7.8,USA,USA,11.35,PG-13,08,368875760.0,44000000.0,131.0,Crime,0.0,0.0,0.0,1.0,0.0
The Fugitive,0,"Arnold Kopelson, Producer",1993,7.8,USA,USA,11.35,PG-13,08,368875760.0,44000000.0,131.0,Drama,0.0,0.0,0.0,1.0,0.0
The Fugitive,0,"Arnold Kopelson, Producer",1993,7.8,USA,USA,11.35,PG-13,08,368875760.0,44000000.0,131.0,Mystery,0.0,0.0,0.0,1.0,0.0
The Fugitive,0,"Arnold Kopelson, Producer",1993,7.8,USA,USA,11.35,PG-13,08,368875760.0,44000000.0,131.0,Thriller,0.0,0.0,0.0,1.0,0.0
In the Name of the Father,0,"Jim Sheridan, Producer",1993,8.1,"Ireland, UK, USA","Ireland, UK, USA",7.524,R,12,65796862.0,13000000.0,133.0,Biography,0.0,0.0,0.0,0.0,0.0
In the Name of the Father,0,"Jim Sheridan, Producer",1993,8.1,"Ireland, UK, USA","Ireland, UK, USA",7.524,R,12,65796862.0,13000000.0,133.0,Drama,0.0,0.0,0.0,0.0,0.0
The Piano,0,"Jan Chapman, Producer",1993,7.6,"New Zealand, Australia, France","New Zealand, Australia, France",6.468,R,05,116700000.0,7000000.0,121.0,Drama,0.0,1.0,0.0,0.0,1.0
The Piano,0,"Jan Chapman, Producer",1993,7.6,"New Zealand, Australia, France","New Zealand, Australia, France",6.468,R,05,116700000.0,7000000.0,121.0,Music,0.0,1.0,0.0,0.0,1.0
The Piano,0,"Jan Chapman, Producer",1993,7.6,"New Zealand, Australia, France","New Zealand, Australia, France",6.468,R,05,116700000.0,7000000.0,121.0,Romance,0.0,1.0,0.0,0.0,1.0
The Remains of the Day,0,"Mike Nichols, John Calley and Ismail Merchant, Producers",1993,7.9,"USA, UK","USA, UK",6.904,PG,11,23237911.0,11500000.0,134.0,Drama,0.0,0.0,0.0,0.0,0.0
The Remains of the Day,0,"Mike Nichols, John Calley and Ismail Merchant, Producers",1993,7.9,"USA, UK","USA, UK",6.904,PG,11,23237911.0,11500000.0,134.0,Romance,0.0,0.0,0.0,0.0,0.0
Schindler's List,1,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",1993,8.9,USA,USA,30.285,R,12,321365567.0,22000000.0,195.0,Biography,0.0,0.0,1.0,0.0,0.0
Schindler's List,1,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",1993,8.9,USA,USA,30.285,R,12,321365567.0,22000000.0,195.0,Drama,0.0,0.0,1.0,0.0,0.0
Schindler's List,1,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",1993,8.9,USA,USA,30.285,R,12,321365567.0,22000000.0,195.0,History,0.0,0.0,1.0,0.0,0.0
Forrest Gump,1,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",1994,8.8,USA,USA,38.119,PG-13,07,677945399.0,55000000.0,142.0,Drama,1.0,0.0,1.0,0.0,0.0
Forrest Gump,1,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",1994,8.8,USA,USA,38.119,PG-13,07,677945399.0,55000000.0,142.0,Romance,1.0,0.0,1.0,0.0,0.0
Four Weddings and a Funeral,0,"Duncan Kenworthy, Producer",1994,7.1,UK,UK,9.193,R,03,254700832.0,6000000.0,117.0,Comedy,0.0,0.0,0.0,0.0,0.0
Four Weddings and a Funeral,0,"Duncan Kenworthy, Producer",1994,7.1,UK,UK,9.193,R,03,254700832.0,6000000.0,117.0,Drama,0.0,0.0,0.0,0.0,0.0
Four Weddings and a Funeral,0,"Duncan Kenworthy, Producer",1994,7.1,UK,UK,9.193,R,03,254700832.0,6000000.0,117.0,Romance,0.0,0.0,0.0,0.0,0.0
Pulp Fiction,0,"Lawrence Bender, Producer",1994,8.9,USA,USA,35.066,R,09,213928762.0,8000000.0,154.0,Crime,0.0,0.0,0.0,0.0,0.0
Pulp Fiction,0,"Lawrence Bender, Producer",1994,8.9,USA,USA,35.066,R,09,213928762.0,8000000.0,154.0,Drama,0.0,0.0,0.0,0.0,0.0
Quiz Show,0,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers",1994,7.5,USA,USA,7.725,PG-13,08,0.0,0.0,133.0,Biography,0.0,0.0,0.0,0.0,0.0
Quiz Show,0,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers",1994,7.5,USA,USA,7.725,PG-13,08,0.0,0.0,133.0,Drama,0.0,0.0,0.0,0.0,0.0
Quiz Show,0,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers",1994,7.5,USA,USA,7.725,PG-13,08,0.0,0.0,133.0,History,0.0,0.0,0.0,0.0,0.0
The Shawshank Redemption,0,"Niki Marvin, Producer",1994,9.3,USA,USA,26.055999999999997,R,09,28341469.0,25000000.0,142.0,Drama,0.0,0.0,0.0,0.0,0.0
Apollo 13,0,"Brian Grazer, Producer",1995,7.6,USA,USA,20.95,PG,06,355237933.0,52000000.0,140.0,Adventure,0.0,0.0,0.0,0.0,0.0
Apollo 13,0,"Brian Grazer, Producer",1995,7.6,USA,USA,20.95,PG,06,355237933.0,52000000.0,140.0,Drama,0.0,0.0,0.0,0.0,0.0
Apollo 13,0,"Brian Grazer, Producer",1995,7.6,USA,USA,20.95,PG,06,355237933.0,52000000.0,140.0,History,0.0,0.0,0.0,0.0,0.0
Babe,0,"George Miller, Doug Mitchell and Bill Miller, Producers",1995,6.8,"Australia, USA","Australia, USA",12.279000000000002,G,07,254134910.0,30000000.0,89.0,Comedy,0.0,0.0,0.0,0.0,0.0
Babe,0,"George Miller, Doug Mitchell and Bill Miller, Producers",1995,6.8,"Australia, USA","Australia, USA",12.279000000000002,G,07,254134910.0,30000000.0,89.0,Drama,0.0,0.0,0.0,0.0,0.0
Babe,0,"George Miller, Doug Mitchell and Bill Miller, Producers",1995,6.8,"Australia, USA","Australia, USA",12.279000000000002,G,07,254134910.0,30000000.0,89.0,Family,0.0,0.0,0.0,0.0,0.0
Braveheart,1,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",1995,8.4,USA,USA,13.713,R,05,210000000.0,72000000.0,178.0,Biography,0.0,0.0,1.0,0.0,0.0
Braveheart,1,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",1995,8.4,USA,USA,13.713,R,05,210000000.0,72000000.0,178.0,Drama,0.0,0.0,1.0,0.0,0.0
Braveheart,1,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",1995,8.4,USA,USA,13.713,R,05,210000000.0,72000000.0,178.0,History,0.0,0.0,1.0,0.0,0.0
Braveheart,1,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",1995,8.4,USA,USA,13.713,R,05,210000000.0,72000000.0,178.0,War,0.0,0.0,1.0,0.0,0.0
Sense and Sensibility,0,"Lindsay Doran, Producer",1995,7.7,"USA, UK","USA, UK",9.77,PG,12,134582776.0,16000000.0,136.0,Drama,0.0,0.0,0.0,0.0,0.0
Sense and Sensibility,0,"Lindsay Doran, Producer",1995,7.7,"USA, UK","USA, UK",9.77,PG,12,134582776.0,16000000.0,136.0,Romance,0.0,0.0,0.0,0.0,0.0
The English Patient,1,"Saul Zaentz, Producer",1996,7.4,"USA, UK","USA, UK",9.423,R,11,231976425.0,27000000.0,162.0,Drama,0.0,0.0,1.0,0.0,1.0
The English Patient,1,"Saul Zaentz, Producer",1996,7.4,"USA, UK","USA, UK",9.423,R,11,231976425.0,27000000.0,162.0,Romance,0.0,0.0,1.0,0.0,1.0
The English Patient,1,"Saul Zaentz, Producer",1996,7.4,"USA, UK","USA, UK",9.423,R,11,231976425.0,27000000.0,162.0,War,0.0,0.0,1.0,0.0,1.0
Fargo,0,"Ethan Coen, Producer",1996,8.1,"USA, UK","USA, UK",11.439,R,03,60611975.0,7000000.0,98.0,Crime,0.0,1.0,0.0,0.0,0.0
Fargo,0,"Ethan Coen, Producer",1996,8.1,"USA, UK","USA, UK",11.439,R,03,60611975.0,7000000.0,98.0,Drama,0.0,1.0,0.0,0.0,0.0
Fargo,0,"Ethan Coen, Producer",1996,8.1,"USA, UK","USA, UK",11.439,R,03,60611975.0,7000000.0,98.0,Thriller,0.0,1.0,0.0,0.0,0.0
Jerry Maguire,0,"James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers",1996,7.3,USA,USA,11.745999999999999,R,12,273552592.0,50000000.0,139.0,Comedy,0.0,0.0,0.0,1.0,0.0
Jerry Maguire,0,"James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers",1996,7.3,USA,USA,11.745999999999999,R,12,273552592.0,50000000.0,139.0,Drama,0.0,0.0,0.0,1.0,0.0
Jerry Maguire,0,"James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers",1996,7.3,USA,USA,11.745999999999999,R,12,273552592.0,50000000.0,139.0,Romance,0.0,0.0,0.0,1.0,0.0
Jerry Maguire,0,"James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers",1996,7.3,USA,USA,11.745999999999999,R,12,273552592.0,50000000.0,139.0,Sport,0.0,0.0,0.0,1.0,0.0
Secrets & Lies,0,"Simon Channing-Williams, Producer",1996,5.2,USA,USA,6.257999999999999,0,05,13417292.0,4500000.0,142.0,Short,0.0,0.0,0.0,0.0,0.0
Secrets & Lies,0,"Simon Channing-Williams, Producer",1996,5.2,USA,USA,6.257999999999999,0,05,13417292.0,4500000.0,142.0,Drama,0.0,0.0,0.0,0.0,0.0
Secrets & Lies,0,"Simon Channing-Williams, Producer",1996,5.2,USA,USA,6.257999999999999,0,05,13417292.0,4500000.0,142.0,Romance,0.0,0.0,0.0,0.0,0.0
Shine,0,"Jane Scott, Producer",1996,7.7,Australia,Australia,6.6,PG-13,08,35892330.0,5500000.0,105.0,Biography,1.0,0.0,0.0,0.0,0.0
Shine,0,"Jane Scott, Producer",1996,7.7,Australia,Australia,6.6,PG-13,08,35892330.0,5500000.0,105.0,Drama,1.0,0.0,0.0,0.0,0.0
Shine,0,"Jane Scott, Producer",1996,7.7,Australia,Australia,6.6,PG-13,08,35892330.0,5500000.0,105.0,Music,1.0,0.0,0.0,0.0,0.0
Shine,0,"Jane Scott, Producer",1996,7.7,Australia,Australia,6.6,PG-13,08,35892330.0,5500000.0,105.0,Romance,1.0,0.0,0.0,0.0,0.0
As Good as It Gets,0,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers",1997,7.7,USA,USA,10.138,PG-13,12,314178011.0,50000000.0,139.0,Comedy,1.0,1.0,0.0,0.0,0.0
As Good as It Gets,0,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers",1997,7.7,USA,USA,10.138,PG-13,12,314178011.0,50000000.0,139.0,Drama,1.0,1.0,0.0,0.0,0.0
As Good as It Gets,0,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers",1997,7.7,USA,USA,10.138,PG-13,12,314178011.0,50000000.0,139.0,Romance,1.0,1.0,0.0,0.0,0.0
The Full Monty,0,"Uberto Pasolini, Producer",1997,7.2,"UK, USA","UK, USA",7.977,R,08,257850122.0,3500000.0,91.0,Comedy,0.0,0.0,0.0,0.0,0.0
The Full Monty,0,"Uberto Pasolini, Producer",1997,7.2,"UK, USA","UK, USA",7.977,R,08,257850122.0,3500000.0,91.0,Drama,0.0,0.0,0.0,0.0,0.0
Good Will Hunting,0,"Lawrence Bender, Producer",1997,8.3,USA,USA,13.673,R,12,225933435.0,10000000.0,127.0,Drama,0.0,0.0,0.0,1.0,0.0
Good Will Hunting,0,"Lawrence Bender, Producer",1997,8.3,USA,USA,13.673,R,12,225933435.0,10000000.0,127.0,Romance,0.0,0.0,0.0,1.0,0.0
L.A. Confidential,0,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers",1997,8.3,USA,USA,10.71,R,09,126216940.0,35000000.0,138.0,Crime,0.0,0.0,0.0,0.0,1.0
L.A. Confidential,0,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers",1997,8.3,USA,USA,10.71,R,09,126216940.0,35000000.0,138.0,Drama,0.0,0.0,0.0,0.0,1.0
L.A. Confidential,0,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers",1997,8.3,USA,USA,10.71,R,09,126216940.0,35000000.0,138.0,Mystery,0.0,0.0,0.0,0.0,1.0
L.A. Confidential,0,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers",1997,8.3,USA,USA,10.71,R,09,126216940.0,35000000.0,138.0,Thriller,0.0,0.0,0.0,0.0,1.0
Titanic,1,"James Cameron and Jon Landau, Producers",1997,7.8,USA,USA,26.218000000000004,PG-13,11,1845034188.0,200000000.0,194.0,Drama,0.0,0.0,1.0,0.0,0.0
Titanic,1,"James Cameron and Jon Landau, Producers",1997,7.8,USA,USA,26.218000000000004,PG-13,11,1845034188.0,200000000.0,194.0,Romance,0.0,0.0,1.0,0.0,0.0
Elizabeth,0,"Alison Owen, Eric Fellner and Tim Bevan, Producers",1998,7.5,UK,UK,10.857999999999999,R,09,82150642.0,30000000.0,124.0,Biography,0.0,0.0,0.0,0.0,0.0
Elizabeth,0,"Alison Owen, Eric Fellner and Tim Bevan, Producers",1998,7.5,UK,UK,10.857999999999999,R,09,82150642.0,30000000.0,124.0,Drama,0.0,0.0,0.0,0.0,0.0
Elizabeth,0,"Alison Owen, Eric Fellner and Tim Bevan, Producers",1998,7.5,UK,UK,10.857999999999999,R,09,82150642.0,30000000.0,124.0,History,0.0,0.0,0.0,0.0,0.0
Life Is Beautiful,0,"Elda Ferri and Gianluigi Braschi, Producers",1998,8.6,Italy,Italy,22.049,PG-13,12,229400000.0,20000000.0,116.0,Comedy,1.0,0.0,0.0,0.0,0.0
Life Is Beautiful,0,"Elda Ferri and Gianluigi Braschi, Producers",1998,8.6,Italy,Italy,22.049,PG-13,12,229400000.0,20000000.0,116.0,Drama,1.0,0.0,0.0,0.0,0.0
Life Is Beautiful,0,"Elda Ferri and Gianluigi Braschi, Producers",1998,8.6,Italy,Italy,22.049,PG-13,12,229400000.0,20000000.0,116.0,Romance,1.0,0.0,0.0,0.0,0.0
Life Is Beautiful,0,"Elda Ferri and Gianluigi Braschi, Producers",1998,8.6,Italy,Italy,22.049,PG-13,12,229400000.0,20000000.0,116.0,War,1.0,0.0,0.0,0.0,0.0
